tweet,cn,offensive,stance,informativeness,felicity,tweet_id
illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user, I don't think you should reward illegals for their right to free education. You are a racist. ,2,2,0,3,359
hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo," I don't see how you can make a difference if you don't support the policies of the democrats. You are a socialist, not a racist. ",2,2,0,3,255
this would be amusing if it didnt empower our enemies libprog cucks out to little brown people (whom of course are majorities in their own countries ) hashtag whitegenocide hashtag stoptheinvasion https://t co/gjvyjoslh3, I don't think it's amusing that our enemies are libprog cucks out to minorities in their own countries. It's a joke. ,3,3,2,2,356
canada is an immigrant country dont change it to refugee country please," I don't understand why you would change it to a refugee country. It's not a country, it's a country. ",2,2,0,1,628
@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne, I don't think it's a good idea to deport people who don't want to be robbed by the 3rd world nation. It's just not fair. ,2,2,0,1,13
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk, I don't think it's a bad idea to discriminate against people from outside the country. It's just not fair. ,1,1,0,3,47
"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga", I don't think it's true that hate speech is a tool to hide mass immigration to conquer the west. It's just that it's not true. ,3,3,3,3,302
this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover, I don't understand why they should be deported. They are a burden to our financial system and criminal system. ,2,2,0,1,314
"@user hello?? stop groping my nation schneider: current migrant crisis "" represents a plan orchestrated and prepared for a long time by international powers to radically alter christian and national identity of european peoples "" http"," I don't understand why you are groping your nation. It's not a problem, it's just that you don't like it. ",3,3,3,3,122
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, I don't think it's a good idea to deport all illegal immigrants. It's not a good policy. ,3,3,3,3,658
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm," I don't know what you are talking about, but you are a puppet of the financial establishment, not a refugeelover. ",3,3,3,3,165
rich african countries dont take in african migrants rich muslim countries dont take in muslim migrants rich latin american countries dont take it latin migrants but white countries are suppose to accept them ??," I don't understand why you are saying that if you are a muslim or a latin american, you are not going to accept them. ",3,2,0,3,4
watch what happens next muslim migrant challenges welfare worker and t https://t co/6xotv681pq via @user thats exactly what we must do," I don't know what you mean by ""watch what happens next muslim migrant challenges welfare worker and t"" ",3,2,0,2,234
black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55," I don't understand why they are against the pope. He is a good pope, but he is a bad pope. ",3,2,0,1,144
hashtag deportillegalaliens sanctuary cities government aid ( taxpayer $$$ ) for illegals no excuses hashtag buildthatwall hashtag buildthatdamnwall, I don't think it's a good idea to build a wall because it's going to make life difficult for all of us. It's just a bad idea. ,3,3,3,3,83
frontex ships ngo ships and criminal elements transport refugees from africa to europe they all have a good buisness because only few goverments of europe will and are able to ban refugees from their territory there isnt a wil l https://t co/cv3s2btoxj, I don't understand why they are able to ban refugees from their territory. It's just a matter of time. ,3,3,3,3,402
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall," I don't understand why you would vote against building a wall. It's not a good policy, it's just not right. ",2,2,0,1,598
@user anti american illegal immigrant uprising in california gets exceedingly worse for american citizens who are now in grave danger they are in a state of emergency https://t co/vhh7jstfhf," I don't understand why they are in a state of emergency. It's not like they are in danger, it's just that they are not in danger. ",3,3,3,3,534
@user will islam ever be at peace with its self as it goes to war with itsel f no wonder uk people do not accept its refugees, I don't understand why people don't accept refugees. It's just that they don't like it. ,3,3,3,3,539
black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55,<extra_id_20> I don't think they want to loose their sheep which like to go to Europe as refugees in the meantime hypocrises franciscus pray and don't open the St Peterdom for refugees to stay,1,1,0,2,144
100 bangladeshi nationals apprehended near texas border in 3 weeks via @user hashtag noamnesty hashtag deport illegals hashtag buildthatwall hashtag trump hashtag maga hashtag masa,"<extra_id_20> I don't think they are deporting people. They are just trying to make a living. I think they are trying to make some money. I think it's not fair to call them illegals. I mean, they aren't. They are not criminals, they are just criminals. I'm not sure if that's true or not, but it's just not true.",2,2,0,1,40
caucasians not welcome in europe nwo intentions are to eradicate all traces of white skinned people known as the kalergi white genocide plan this is why these only so called refugees allowed to settle in europe are all dark skinned no white skinned https://t co/tupgwexmtx,"<extra_id_20> I don't think that white skinned people are a white genocide. They are just a bunch of people who are not white. I think that's why they are not welcome in Europe. I'm not sure if that's true or not, but it's not true.",2,2,0,1,100
meanwhile in europe nobody speaks the truth that all of the potential millions of migrants and refugees can not be taken into the euro zone former colonial powers like france &amp britain are not without guilt in the creation of the mess that is most of the african continent today,"<extra_id_20> I don't think that's true, but it's not true. I'm not sure if it's true or not, but I'm sure that's not the case.",3,2,0,1,469
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,"<extra_id_20> I don't know how many nurses are trained and come from the UK, but I'm not sure how many are. I'm just not sure if it's true.",3,2,0,1,47
illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user,"<extra_id_25> I don't think they have the right to free education. They have no right to it. It's just that they don't have that right. They don't even have that right to education. I think that's what makes them so hateful. I'm not sure if that's true or not, but it's not true.",1,1,0,1,359
@user anti american illegal immigrant uprising in california gets exceedingly worse for american citizens who are now in grave danger they are in a state of emergency https://t co/vhh7jstfhf,"<extra_id_20> I don't think that's a serious threat to American citizens. I think they are in a state of emergency. I think that they are in danger. I'm not sure if that's true, but it's not true.",2,2,0,1,534
many lice you will find in viennese schools some refugees has brought us this as gift to rescue it will cost 30 â‚¬ a person https://t co/uav43bylfb,"<extra_id_20> I don't know how many refugees are there, but I'm not sure how many of them are. I'm just not sure.",2,2,0,1,14
hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo,"<extra_id_20> I don't think it's true that African Americans are the hardest hit by illegal immigration, but it's not true that they're African Americans. They're not African Americans, they're not racists, they've got nothing to do with it. It's just that they don't know how to deal with it.",2,2,0,1,255
@user i just read the guy that broke into many homes including chef jaime oliver was let go but dont call a refugee a rapefugee or the soros sponsored police of the uk will not let you go,"<extra_id_20> I don't know how you can call a refugee a rapefugee. I'm not a terrorist, I'm just a criminal.",2,2,0,1,497
"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user","<extra_id_20> I don't think it's a good idea to send all migrants back to where they came from, but it's not a bad idea to do that. I think you're right. I'm not a racist, I'm just a snob.",2,2,0,1,93
""" """"germany: doctor stabbed to death in his own surgery by somali """"""asylum seeker"""""" migrant his 10-year-old daughter forced to watch hashtag buildthatwall hashtag buildthewall hashtag immigrationreform hashtag immigration hashtag germany""""""","<extra_id_20> I don't think so. I'm not a migrant, I'm just an asylum seeker. I've been stabbed to death in my own surgery by a somali migrant. It's not a crime, it's just a crime. I think it's a crime to be stabbed in your own surgery.",2,2,0,1,887
but i thought hashtag white genocide wasnt real? hashtag deportthemigrants hashtag refugees notwelcome hashtag white pride,"<extra_id_20> I don't think it's true that white genocide was a genocide, but it's not true that it's a real genocide. It's just not true.",3,3,1,1,254
@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne,<extra_id_20> I don't think that's the point of deporting all these illegal aliens and their kids back to their 3rd world nations. It's just that they don't want to be robbed by the 3rd World nation paying for these illegal immigrants and their kids,1,1,0,2,13
another illegal immigrant assaults young girl - florida hashtag illegalimmigration hashtag stopthemadness,"<extra_id_20> I don't think that's true, but I think it's not true. It's just not true. I'm not sure if it's true or not, but it's definitely not true.",3,2,0,1,891
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,"<extra_id_20> I don't think that immigrants are stealing from the American taxpayer, but they are. I think that's why they are taking so much money from the taxpayer. I think they are stealing money from the american taxpayer. I'm not sure if that's true, but it's not true.",1,2,0,1,136
unbelievable census bureau: 44 6% in ca dont hashtag speakenglish at home 35 6% 35 6% in tx 34 5% in nm 31 7% in nj 31 0% in ny our schools r getting 150% funding for every student who doesnt speak hashtag english well parents job hashtag stop immigration https://t co/vi6xxhik1b,"<extra_id_20> I don't know how many immigrants there are, but I'm sure there are more than that. I'm not sure how many are there, but there are a lot of them.",1,1,0,3,213
this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover,"<extra_id_20> I don't think it's a crime to deport people. It's not a crime, it's just a criminal system. I'm not sure if that's true or not, but it's not true.",2,2,0,1,314
@user @user @user these boats act like a taxi service for economic migrants posing as refugees and only come to europe to seek welfare benefits of the west ? if they were refugees why not stop at turkey like the real refugees ? instea,"<extra_id_20> I don't think they are refugees, they are just posing as a taxi service for economic migrants. They are just trying to get welfare benefits of the west. I think they are trying to get a job.",1,1,0,3,802
"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga",<extra_id_20> I don't think that hate speech is a tool to hide uns mass immigration to conquer the west. It's a tool that hides uns mass immigration. I think that's what they're trying to hide.,2,2,0,1,302
black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55,"<extra_id_20> I don't think that's true, but I think that it's not true that refugees are sheep. I think that they're just trying to make a living. I think they're trying to make some money. I think it's just not true that's what they're doing. It's just that they don't want to be a part of the world. I'm not sure if it's true or not, but it's really not true.",2,2,0,1,144
100 bangladeshi nationals apprehended near texas border in 3 weeks via @user hashtag noamnesty hashtag deport illegals hashtag buildthatwall hashtag trump hashtag maga hashtag masa,"<extra_id_14> I don't think they are illegals. I think they are. They are a bunch of people who don't want to be a part of a society. I think that's why they don't care about immigration. I think it's just a matter of time. I'm not sure if that's true or not, but it's not true. It's just that they are not a country. They are just people who are not able to make their own lives. I've never seen anything like that before. I think if you're a bangladeshi, you're not going to be able to do anything about it",2,2,0,1,40
caucasians not welcome in europe nwo intentions are to eradicate all traces of white skinned people known as the kalergi white genocide plan this is why these only so called refugees allowed to settle in europe are all dark skinned no white skinned https://t co/tupgwexmtx,"<extra_id_20> I don't think that's a good idea, but I think it's not a bad idea. I'm not a racist, I'm just not a white person. I think that if you're a racist you're not racist, you're just a racist. I mean, if you want to be racist, you have to be racist. But if you don't like racists, you can't be racist.",2,2,0,1,100
meanwhile in europe nobody speaks the truth that all of the potential millions of migrants and refugees can not be taken into the euro zone former colonial powers like france &amp britain are not without guilt in the creation of the mess that is most of the african continent today,<extra_id_20> I don't think that there is any guilt in the creation of the mess that is most of the african continent today. I think it's just a matter of time.,2,2,0,3,469
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,"<extra_id_20> I don't think that immigration is a bad thing, but it's not. It's just a bunch of people who don't know how to treat their patients. I mean, if you're a doctor, you're not going to be able to treat your patients. You're going to be treated like a crazy person. I'm not saying that's a good thing, but I'm just saying that.",2,2,0,1,47
illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user,"<extra_id_20> I don't think that's the case. I don’t think that’s the case, but I think that it’s not the case. <extra_id_69>",3,3,1,1,359
@user anti american illegal immigrant uprising in california gets exceedingly worse for american citizens who are now in grave danger they are in a state of emergency https://t co/vhh7jstfhf,"<extra_id_21> I don't think it's an immigrant uprising, it's a state of emergency. I'm not sure if that's true or not, but it's not true. It's just that it's happening.",2,2,0,1,534
many lice you will find in viennese schools some refugees has brought us this as gift to rescue it will cost 30 â‚¬ a person https://t co/uav43bylfb,"<extra_id_20> I don't know how many immigrants are there, but I'm not sure how many of them are there. I'm just not sure.",2,2,0,1,14
hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo,"<extra_id_20> I don't think it's a problem that illegal immigration impacts their wages, jobs, and communites. It's just that it's not a problem, it's just a problem.",2,2,0,1,255
@user i just read the guy that broke into many homes including chef jaime oliver was let go but dont call a refugee a rapefugee or the soros sponsored police of the uk will not let you go,"<extra_id_20> I don't know what you mean by rapefugee. I'm not a rapist, I'm just a refugee. I just don't understand what you're saying.",3,3,3,3,497
"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user","<extra_id_20> I don't think that's what they are doing. They are trying to make a living, but they aren't doing anything. They are just trying to make money. I'm not sure if that's true or not, but it's not true.",2,2,0,1,93
""" """"germany: doctor stabbed to death in his own surgery by somali """"""asylum seeker"""""" migrant his 10-year-old daughter forced to watch hashtag buildthatwall hashtag buildthewall hashtag immigrationreform hashtag immigration hashtag germany""""""","serrurerie is not a migrant, it's not a doctor. It's not an asylum seeker. I don't know what the problem is, but I'm not sure what it's about.",2,2,0,1,887
but i thought hashtag white genocide wasnt real? hashtag deportthemigrants hashtag refugees notwelcome hashtag white pride,"<extra_id_20> I don't think that white genocide is a genocide, it's just a misunderstanding. I think it's not true. I'm not sure if it's true, but it's hard to believe it's a figment of your imagination.",2,2,0,1,254
@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne,"<extra_id_75> I don't think they are paying for these illegal aliens and their kids. I think they are. They are not paying for them, they are paying them. I think that's what they are doing. I'm not sure if that's true or not, but it's not true.",2,2,0,1,13
another illegal immigrant assaults young girl - florida hashtag illegalimmigration hashtag stopthemadness,"<extra_id_20> I don't think that's the case. I'm not sure if it's a crime or not, but it's not a crime, it's just a crime.",2,2,0,1,891
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,"<extra_id_20> I don't think that's true, but it's not true. It's just not true. I'm not sure if it's true or not, but I'm sure that's not what you're talking about.",2,2,0,1,136
unbelievable census bureau: 44 6% in ca dont hashtag speakenglish at home 35 6% 35 6% in tx 34 5% in nm 31 7% in nj 31 0% in ny our schools r getting 150% funding for every student who doesnt speak hashtag english well parents job hashtag stop immigration https://t co/vi6xxhik1b,"<extra_id_14> Immigration is not a bad thing, it's not a good thing. It's not something that's a good idea. I don't think it's that bad. I think that's the only way to stop it.",2,2,0,1,213
this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover,<extra_id_20> I don't think they are a burden to our financials system and criminal system. They are just trying to make a living.,3,3,3,3,314
@user @user @user these boats act like a taxi service for economic migrants posing as refugees and only come to europe to seek welfare benefits of the west ? if they were refugees why not stop at turkey like the real refugees ? instea,"<extra_id_21> I don't think they are posing as refugees, they are just trying to make a living. I think they are trying to make some money. I think it's not fair to call them refugees.",2,2,0,1,802
"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga",<extra_id_20> I don't think that hate speech is a tool to hide uns mass immigration to conquer the west. It's a tool that hides uns mass crime rise.,2,2,0,1,302
canada is an immigrant country dont change it to refugee country please,"Honestly, I don't think it's true that Canada is an immigrant country. It's just that it's a country, not a refugee country. ",2,2,0,1,628
frontex ships ngo ships and criminal elements transport refugees from africa to europe they all have a good buisness because only few goverments of europe will and are able to ban refugees from their territory there isnt a wil l https://t co/cv3s2btoxj, I don't think it's a good idea to ban refugees from their territory. It's just a matter of time. ,3,3,3,2,402
illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user," I don't think they have the right to free education. It's not their right to education, it's their right to freedom. ",2,2,0,1,359
@user anti american illegal immigrant uprising in california gets exceedingly worse for american citizens who are now in grave danger they are in a state of emergency https://t co/vhh7jstfhf," I don't think it's a state of emergency, but it's not a hate crime. It's just a crime. ",2,2,0,1,534
rich african countries dont take in african migrants rich muslim countries dont take in muslim migrants rich latin american countries dont take it latin migrants but white countries are suppose to accept them ??,<extra_id_48> I don't think that's true. It's not true. It doesn't make sense. ,3,3,1,3,4
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," I don't think it's a bad idea, but it's not a good idea. I'm not sure if it's true, but it doesn't make sense.  ",2,2,0,1,47
this would be amusing if it didnt empower our enemies libprog cucks out to little brown people (whom of course are majorities in their own countries ) hashtag whitegenocide hashtag stoptheinvasion https://t co/gjvyjoslh3, I don't think it's a good idea. It's just a bad idea.  ,3,2,0,1,356
@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne," I don't think it's a good idea to deport all these immigrants and their kids back to their 3rd world nations. It's not a crime to deport them, it's just a way to get rid of them. ",3,2,0,3,13
this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover, I don't think it's a bad idea to deport people. It's not a good idea.  ,2,2,0,1,314
"@user hello?? stop groping my nation schneider: current migrant crisis "" represents a plan orchestrated and prepared for a long time by international powers to radically alter christian and national identity of european peoples "" http"," I don't think it's a plan, it's just a plan. It's not a plan... ",3,2,0,1,122
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population," I don't think it's a problem. It's not a threat to the population, it's just a threat. ",3,2,0,1,658
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm," I don't think that's true, but it's not true. It's a lie.  ",3,3,1,1,165
watch what happens next muslim migrant challenges welfare worker and t https://t co/6xotv681pq via @user thats exactly what we must do," I don't think that's what we must do, it's just that it's not what we should do. ",3,3,1,3,234
@user stands up for real canadians while comrade @user allows millions of illegals stream across our undefended border https://t co/b7itg6yahz hashtag cdnpoli hashtag cpc hashtag lpc hashtag nomore refugees hashtag refugees hashtag onpoli hashtag abpoli hashtag ableg hashtag ucp hashtag pcpo hashtag fordnation, I don't think you're a racist. I don''t understand why you're trying to make a point.  ,2,2,0,1,630
"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga"," I don't think it's a tool to hide immigration, it's just a tool. It's not true that hate speech is a tool, but it's not a weapon. ",2,2,0,1,302
hashtag deportillegalaliens sanctuary cities government aid ( taxpayer $$$ ) for illegals no excuses hashtag buildthatwall hashtag buildthatdamnwall," I don't think it's the right thing to do, but it's a bad thing to do. It's not a good thing. ",3,3,1,2,83
hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo," I don't think that's true, but it's not true. It's just a fact.  ",3,2,0,1,255
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall, I don't think it's true that Muslims are coming illegally across the southern border. It's just that they don't want to be a part of the world. ,2,2,0,3,598
@user will islam ever be at peace with its self as it goes to war with itsel f no wonder uk people do not accept its refugees, I don't think it's true that Islam is at peace with itself. It's not true that it goes to war with itself. ,2,2,0,1,539
black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55, I don't think they want to loose their sheep. They want to go to Europe as refugees. ,2,1,0,3,144
canada is an immigrant country dont change it to refugee country please," I don't think it's true that Canada is an immigrant country. It's just a country, not a refugee country. ",2,2,0,3,628
frontex ships ngo ships and criminal elements transport refugees from africa to europe they all have a good buisness because only few goverments of europe will and are able to ban refugees from their territory there isnt a wil l https://t co/cv3s2btoxj, I don't understand what you are trying to say. It's just a rumor. ,3,3,1,3,402
illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user, I don't think you have a right to free education. It's just a matter of time. ,2,2,0,3,359
@user anti american illegal immigrant uprising in california gets exceedingly worse for american citizens who are now in grave danger they are in a state of emergency https://t co/vhh7jstfhf," I don't think it's a serious threat to American citizens, but it's not a threat to us. It's just a threat. ",2,2,0,1,534
rich african countries dont take in african migrants rich muslim countries dont take in muslim migrants rich latin american countries dont take it latin migrants but white countries are suppose to accept them ??, I don't think that's true. It's not true that African countries don't take in immigrants. ,3,3,3,3,4
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," I don't think it's true, but it's not the same as being a doctor. It's just that you don't know what you're doing. ",2,3,2,2,47
this would be amusing if it didnt empower our enemies libprog cucks out to little brown people (whom of course are majorities in their own countries ) hashtag whitegenocide hashtag stoptheinvasion https://t co/gjvyjoslh3, I don't think it would be amusing if it didn't empower our enemies Libprog cucks out to little brown people (whom of course are majorities in their own countries ) ,1,1,0,2,356
@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne, I don't think it's a good idea to deport all these illegal immigrants and their kids. It's just a bad idea. ,3,3,3,3,13
this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover, I don't understand what you are trying to say. It's just a rhetorical question. ,2,2,0,3,314
"@user hello?? stop groping my nation schneider: current migrant crisis "" represents a plan orchestrated and prepared for a long time by international powers to radically alter christian and national identity of european peoples "" http"," I don't think it's a plan, it's just a plan. It's not true. ",2,2,0,1,122
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, I don't think it's true that Muslims are radicals. It's not true that India is reeling under a constant threat of radicals. ,3,3,3,3,658
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm, I don't think they are puppets of the financial establishment. They are just puppets. ,2,2,0,3,165
watch what happens next muslim migrant challenges welfare worker and t https://t co/6xotv681pq via @user thats exactly what we must do," I don't understand what you are trying to say. It's not what you want to say, it's what you think you are saying. ",2,2,0,2,234
@user stands up for real canadians while comrade @user allows millions of illegals stream across our undefended border https://t co/b7itg6yahz hashtag cdnpoli hashtag cpc hashtag lpc hashtag nomore refugees hashtag refugees hashtag onpoli hashtag abpoli hashtag ableg hashtag ucp hashtag pcpo hashtag fordnation, I don't think it's a good idea to allow millions of illegals to stream across our undefended border. It's just a bad idea. ,1,1,0,3,630
"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga"," I don't think it's a bad idea to ban hate speech, it's just a tool to hide the fact that you are a racist. ",3,3,3,3,302
hashtag deportillegalaliens sanctuary cities government aid ( taxpayer $$$ ) for illegals no excuses hashtag buildthatwall hashtag buildthatdamnwall, I don't think you're comparing immigrants to immigrants. It's just a ploy to make them look good. ,2,2,0,1,83
hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo," I don't think it's the same thing. It's not the same thing, it's just that it's not true. ",2,2,0,1,255
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall, I don't think it's true that Muslims are coming illegally across the southern border. It's just a matter of time. ,3,3,2,3,598
@user will islam ever be at peace with its self as it goes to war with itsel f no wonder uk people do not accept its refugees, I don't think it's true that Islam is at peace with its self. It's just that it doesn't accept refugees. ,2,2,0,2,539
black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55," I don't understand why they are against the pope. He is a hypocrite, he doesn't want to loose his sheep. ",2,2,0,1,144
@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user,There is no such thing as Sanctuary Cities.,3,3,3,3,389
@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive,I don't get it so you care about the safety of immigrants? Great but that's not the best solution. We should regulate not prohibit,3,3,3,3,101
@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive,Oh no! Are you telling me he died by "bond"? Come on...,3,3,3,3,101
@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied "immigrants have a country or they wouldnt be immigrants ",The fact that they come from another country does not give us the right to run them. At the end of the day we all come from somewhere else.,3,3,3,3,124
@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied "immigrants have a country or they wouldnt be immigrants ",I never understood why "dogs" as an insult. I mean not that man's best friend?,3,3,3,3,124
@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied "immigrants have a country or they wouldnt be immigrants ",When you live far away from "your country" and the country where you live does not recognize you well no you don't have a country. And that's not right,3,3,3,3,124
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,Are you implying that immigration is out of control just because 100 doctors came from abroad? Do you know how many people live in this country?,3,3,3,3,47
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,The only thing that has gone crazy are the xenophobic ignorants like you,3,3,3,3,47
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,And you think that Nurse Practitioners are being poorly paid because 100 doctors came from abroad?,3,3,3,3,47
