,tweet,cn,offensive,stance,informativeness,felicity,tweet_id
249,this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover,"<extra_id_20> I don't think it's a crime to deport people. It's not a crime, it's just a criminal system. I'm not sure if that's true or not, but it's not true.",2,2,0,1,314
250,@user @user @user these boats act like a taxi service for economic migrants posing as refugees and only come to europe to seek welfare benefits of the west ? if they were refugees why not stop at turkey like the real refugees ? instea,"<extra_id_20> I don't think they are refugees, they are just posing as a taxi service for economic migrants. They are just trying to get welfare benefits of the west. I think they are trying to get a job.",1,1,0,3,802
251,"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga",<extra_id_20> I don't think that hate speech is a tool to hide uns mass immigration to conquer the west. It's a tool that hides uns mass immigration. I think that's what they're trying to hide.,2,2,0,1,302
252,black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55,"<extra_id_20> I don't think that's true, but I think that it's not true that refugees are sheep. I think that they're just trying to make a living. I think they're trying to make some money. I think it's just not true that's what they're doing. It's just that they don't want to be a part of the world. I'm not sure if it's true or not, but it's really not true.",2,2,0,1,144
253,100 bangladeshi nationals apprehended near texas border in 3 weeks via @user hashtag noamnesty hashtag deport illegals hashtag buildthatwall hashtag trump hashtag maga hashtag masa,"<extra_id_14> I don't think they are illegals. I think they are. They are a bunch of people who don't want to be a part of a society. I think that's why they don't care about immigration. I think it's just a matter of time. I'm not sure if that's true or not, but it's not true. It's just that they are not a country. They are just people who are not able to make their own lives. I've never seen anything like that before. I think if you're a bangladeshi, you're not going to be able to do anything about it",2,2,0,1,40
254,caucasians not welcome in europe nwo intentions are to eradicate all traces of white skinned people known as the kalergi white genocide plan this is why these only so called refugees allowed to settle in europe are all dark skinned no white skinned https://t co/tupgwexmtx,"<extra_id_20> I don't think that's a good idea, but I think it's not a bad idea. I'm not a racist, I'm just not a white person. I think that if you're a racist you're not racist, you're just a racist. I mean, if you want to be racist, you have to be racist. But if you don't like racists, you can't be racist.",2,2,0,1,100
255,meanwhile in europe nobody speaks the truth that all of the potential millions of migrants and refugees can not be taken into the euro zone former colonial powers like france &amp britain are not without guilt in the creation of the mess that is most of the african continent today,<extra_id_20> I don't think that there is any guilt in the creation of the mess that is most of the african continent today. I think it's just a matter of time.,2,2,0,3,469
256,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,"<extra_id_20> I don't think that immigration is a bad thing, but it's not. It's just a bunch of people who don't know how to treat their patients. I mean, if you're a doctor, you're not going to be able to treat your patients. You're going to be treated like a crazy person. I'm not saying that's a good thing, but I'm just saying that.",2,2,0,1,47
257,illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user,"<extra_id_20> I don't think that's the case. I don’t think that’s the case, but I think that it’s not the case. <extra_id_69>",3,3,1,1,359
258,many lice you will find in viennese schools some refugees has brought us this as gift to rescue it will cost 30 â‚¬ a person https://t co/uav43bylfb,"<extra_id_20> I don't know how many immigrants are there, but I'm not sure how many of them are there. I'm just not sure.",2,2,0,1,14
259,hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo,"<extra_id_20> I don't think it's a problem that illegal immigration impacts their wages, jobs, and communites. It's just that it's not a problem, it's just a problem.",2,2,0,1,255
260,@user i just read the guy that broke into many homes including chef jaime oliver was let go but dont call a refugee a rapefugee or the soros sponsored police of the uk will not let you go,"<extra_id_20> I don't know what you mean by rapefugee. I'm not a rapist, I'm just a refugee. I just don't understand what you're saying.",3,3,3,3,497
261,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user","<extra_id_20> I don't think that's what they are doing. They are trying to make a living, but they aren't doing anything. They are just trying to make money. I'm not sure if that's true or not, but it's not true.",2,2,0,1,93
262,""" """"germany: doctor stabbed to death in his own surgery by somali """"""asylum seeker"""""" migrant his 10-year-old daughter forced to watch hashtag buildthatwall hashtag buildthewall hashtag immigrationreform hashtag immigration hashtag germany""""""","serrurerie is not a migrant, it's not a doctor. It's not an asylum seeker. I don't know what the problem is, but I'm not sure what it's about.",2,2,0,1,887
263,@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne,"<extra_id_75> I don't think they are paying for these illegal aliens and their kids. I think they are. They are not paying for them, they are paying them. I think that's what they are doing. I'm not sure if that's true or not, but it's not true.",2,2,0,1,13
264,another illegal immigrant assaults young girl - florida hashtag illegalimmigration hashtag stopthemadness,"<extra_id_20> I don't think that's the case. I'm not sure if it's a crime or not, but it's not a crime, it's just a crime.",2,2,0,1,891
265,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,"<extra_id_20> I don't think that's true, but it's not true. It's just not true. I'm not sure if it's true or not, but I'm sure that's not what you're talking about.",2,2,0,1,136
266,this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover,<extra_id_20> I don't think they are a burden to our financials system and criminal system. They are just trying to make a living.,3,3,3,3,314
267,@user @user @user these boats act like a taxi service for economic migrants posing as refugees and only come to europe to seek welfare benefits of the west ? if they were refugees why not stop at turkey like the real refugees ? instea,"<extra_id_21> I don't think they are posing as refugees, they are just trying to make a living. I think they are trying to make some money. I think it's not fair to call them refugees.",2,2,0,1,802
268,"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga",<extra_id_20> I don't think that hate speech is a tool to hide uns mass immigration to conquer the west. It's a tool that hides uns mass crime rise.,2,2,0,1,302
269,canada is an immigrant country dont change it to refugee country please,"Honestly, I don't think it's true that Canada is an immigrant country. It's just that it's a country, not a refugee country. ",2,2,0,1,628
270,frontex ships ngo ships and criminal elements transport refugees from africa to europe they all have a good buisness because only few goverments of europe will and are able to ban refugees from their territory there isnt a wil l https://t co/cv3s2btoxj, I don't think it's a good idea to ban refugees from their territory. It's just a matter of time. ,3,3,3,2,402
271,illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user," I don't think they have the right to free education. It's not their right to education, it's their right to freedom. ",2,2,0,1,359
272,rich african countries dont take in african migrants rich muslim countries dont take in muslim migrants rich latin american countries dont take it latin migrants but white countries are suppose to accept them ??,<extra_id_48> I don't think that's true. It's not true. It doesn't make sense. ,3,3,1,3,4
273,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," I don't think it's a bad idea, but it's not a good idea. I'm not sure if it's true, but it doesn't make sense.  ",2,2,0,1,47
274,this would be amusing if it didnt empower our enemies libprog cucks out to little brown people (whom of course are majorities in their own countries ) hashtag whitegenocide hashtag stoptheinvasion https://t co/gjvyjoslh3, I don't think it's a good idea. It's just a bad idea.  ,3,2,0,1,356
275,@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne," I don't think it's a good idea to deport all these immigrants and their kids back to their 3rd world nations. It's not a crime to deport them, it's just a way to get rid of them. ",3,2,0,3,13
276,this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover, I don't think it's a bad idea to deport people. It's not a good idea.  ,2,2,0,1,314
277,"@user hello?? stop groping my nation schneider: current migrant crisis "" represents a plan orchestrated and prepared for a long time by international powers to radically alter christian and national identity of european peoples "" http"," I don't think it's a plan, it's just a plan. It's not a plan... ",3,2,0,1,122
278,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population," I don't think it's a problem. It's not a threat to the population, it's just a threat. ",3,2,0,1,658
279,@user stands up for real canadians while comrade @user allows millions of illegals stream across our undefended border https://t co/b7itg6yahz hashtag cdnpoli hashtag cpc hashtag lpc hashtag nomore refugees hashtag refugees hashtag onpoli hashtag abpoli hashtag ableg hashtag ucp hashtag pcpo hashtag fordnation, I don't think you're a racist. I don''t understand why you're trying to make a point.  ,2,2,0,1,630
280,"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga"," I don't think it's a tool to hide immigration, it's just a tool. It's not true that hate speech is a tool, but it's not a weapon. ",2,2,0,1,302
281,hashtag deportillegalaliens sanctuary cities government aid ( taxpayer $$$ ) for illegals no excuses hashtag buildthatwall hashtag buildthatdamnwall," I don't think it's the right thing to do, but it's a bad thing to do. It's not a good thing. ",3,3,1,2,83
282,hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo," I don't think that's true, but it's not true. It's just a fact.  ",3,2,0,1,255
283,black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55, I don't think they want to loose their sheep. They want to go to Europe as refugees. ,2,1,0,3,144
284,canada is an immigrant country dont change it to refugee country please," I don't think it's true that Canada is an immigrant country. It's just a country, not a refugee country. ",2,2,0,3,628
285,frontex ships ngo ships and criminal elements transport refugees from africa to europe they all have a good buisness because only few goverments of europe will and are able to ban refugees from their territory there isnt a wil l https://t co/cv3s2btoxj, I don't understand what you are trying to say. It's just a rumor. ,3,3,1,3,402
286,illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user, I don't think you have a right to free education. It's just a matter of time. ,2,2,0,3,359
287,rich african countries dont take in african migrants rich muslim countries dont take in muslim migrants rich latin american countries dont take it latin migrants but white countries are suppose to accept them ??, I don't think that's true. It's not true that African countries don't take in immigrants. ,3,3,3,3,4
288,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," I don't think it's true, but it's not the same as being a doctor. It's just that you don't know what you're doing. ",2,3,2,2,47
289,this would be amusing if it didnt empower our enemies libprog cucks out to little brown people (whom of course are majorities in their own countries ) hashtag whitegenocide hashtag stoptheinvasion https://t co/gjvyjoslh3, I don't think it would be amusing if it didn't empower our enemies Libprog cucks out to little brown people (whom of course are majorities in their own countries ) ,1,1,0,2,356
290,@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne, I don't think it's a good idea to deport all these illegal immigrants and their kids. It's just a bad idea. ,3,3,3,3,13
291,this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover, I don't understand what you are trying to say. It's just a rhetorical question. ,2,2,0,3,314
292,"@user hello?? stop groping my nation schneider: current migrant crisis "" represents a plan orchestrated and prepared for a long time by international powers to radically alter christian and national identity of european peoples "" http"," I don't think it's a plan, it's just a plan. It's not true. ",2,2,0,1,122
293,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, I don't think it's true that Muslims are radicals. It's not true that India is reeling under a constant threat of radicals. ,3,3,3,3,658
294,@user stands up for real canadians while comrade @user allows millions of illegals stream across our undefended border https://t co/b7itg6yahz hashtag cdnpoli hashtag cpc hashtag lpc hashtag nomore refugees hashtag refugees hashtag onpoli hashtag abpoli hashtag ableg hashtag ucp hashtag pcpo hashtag fordnation, I don't think it's a good idea to allow millions of illegals to stream across our undefended border. It's just a bad idea. ,1,1,0,3,630
295,"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga"," I don't think it's a bad idea to ban hate speech, it's just a tool to hide the fact that you are a racist. ",3,3,3,3,302
296,hashtag deportillegalaliens sanctuary cities government aid ( taxpayer $$$ ) for illegals no excuses hashtag buildthatwall hashtag buildthatdamnwall, I don't think you're comparing immigrants to immigrants. It's just a ploy to make them look good. ,2,2,0,1,83
297,hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo," I don't think it's the same thing. It's not the same thing, it's just that it's not true. ",2,2,0,1,255
298,black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55," I don't understand why they are against the pope. He is a hypocrite, he doesn't want to loose his sheep. ",2,2,0,1,144
299,@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user,There is no such thing as Sanctuary Cities.,3,3,3,3,389
300,@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive,I don't get it so you care about the safety of immigrants? Great but that's not the best solution. We should regulate not prohibit,3,3,3,3,101
301,@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive,"Oh no! Are you telling me he died by ""bond""? Come on...",3,3,3,3,101
302,"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """,The fact that they come from another country does not give us the right to run them. At the end of the day we all come from somewhere else.,3,3,3,3,124
303,"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants ""","I never understood why ""dogs"" as an insult. I mean not that man's best friend?",3,3,3,3,124
304,"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants ""","When you live far away from ""your country"" and the country where you live does not recognize you well no you don't have a country. And that's not right",3,3,3,3,124
305,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,Are you implying that immigration is out of control just because 100 doctors came from abroad? Do you know how many people live in this country?,3,3,3,3,47
306,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,The only thing that has gone crazy are the xenophobic ignorants like you,3,3,3,3,47
307,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,And you think that Nurse Practitioners are being poorly paid because 100 doctors came from abroad?,3,3,3,3,47
308,@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b,But why? Just because you don't like to see them? lol you're not that important.,3,3,3,3,778
309,@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b,In fact it is sad that you refer to immigrants as a plague. The only thing you do is to expose your xenophobia....,3,3,3,3,778
310,europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,The madness we need to stop is not Muslim immigration but xenophobous hate spreaders like you.,3,3,3,3,321
311,europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,The only ones fed up with Muslim immigration are the xenophobous. Europe is fed up with xenophobia,3,3,3,3,321
312,europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,Are you speaking in the name of all Europe all their countries and all their people? Are you the president of Europe?,3,3,3,3,321
313,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population,Why don't we improve the immigration system reinforcing controls and favoring legal immigration? I think it makes much more sense to solve it this way.,3,3,3,3,658
314,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population,"I don't think India has it really bad. I don't see how a few migrants could make a country "" reel ""...",3,3,3,3,658
315,this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca,So we are going to do what will ensure that we win the election and not what is right? Don't count with me.,3,3,3,3,183
316,this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca,Or perhaps entering into a lie. Your truth is not the only one you know....,3,3,3,3,183
317,"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge",That's an excuse for not letting them in. Everyone is potentially sick even citizens.,3,3,3,3,277
318,"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge","The fact that some foreigners require assistance does not make Americans ""without resources"".",3,3,3,3,277
319,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,It is not true that taxes increase if there are more immigrants so it makes no sense what you are proposing.,3,3,3,3,136
320,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,"Oh the old lie of the ""cost"" of immigrants.... The truth is that everything is within the budget nothing is being taken away from anyone.",3,3,3,3,136
321,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,Perhaps it is easier to assume that the people making the claim have no idea what is going on than to think that we might be wrong. But we are lying ourselves.,3,3,3,3,136
322,turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s,Wanting to protect its borders is natural. Not letting in a single refugee is xenophobic and not at all humanitarian....,3,3,3,3,737
323,turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s,"Come on... ""Refugee storage"" means then that there are no opportunities in this country... and we both know that this is not true...",3,3,3,3,737
324,eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo,I can't decide which is worse. that you without hesitation propose concentration camps or the fact that you actually believe that systematically killing people and covering it up would be cheaper,3,3,3,3,641
325,eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo,Where did you get that Turkey receives money to keep out immigrants? no sources no credibility.,3,3,3,3,641
326,the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Do you have any evidence that in Cologne and in the Nordic countries people's quality of life is worst because of immigrants?,3,3,3,3,5
327,the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Refugees are hard working people like anyone else that went to a hard situation and were forced to migrate. Helping them means a small effort that doesn't change our quality of life and shows that we are still humans,3,3,3,3,5
328,the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Do you have any proof that in the Nordic countries and Others no one trust any refugees? You shouldn't speak for others,3,3,3,3,5
329,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user",Some italians are calling for people to be deported based on that they don't like them praying in the street. But in Rome and the Vatican Christians block the street all the time. I think they need a better excuse for xenophobia.,3,3,3,3,93
330,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user",Not all immigrants are religious and not only the religious immigrants block the streets to pray,3,3,3,3,93
331,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user",I've never seen immigrant blocking an entire street to pray. Do you have an example or proof?,3,3,3,3,93
332,one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,Do you realize that this is a product of repressive policies like the one you propose and not the other way around? You could start thinking about other solutions...,3,3,3,3,257
333,one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,I don't know if it's true but if it is maybe it's the result of the policy of separating families...,3,3,3,3,257
334,one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,I don't believe this news is real at all.... Too convenient for your xenophobia,3,3,3,3,257
335,"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov",Are you suggesting that there are no Muslim refugees? How conspiranoid,3,3,3,3,218
336,"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov",a czech tourist discovered a worldwide conspiracy what are the odds? Let me tell you zero.,3,3,3,3,218
337,soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr,Tourists will not come because they are afraid of... people? I don't think so...,3,3,3,3,130
338,soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr,If they have not been registered you cannot know how many there are.,3,3,3,3,130
339,@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user,There is no such thing as Sanctuary Cities.,3,3,3,3,389
340,@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive,I don't get it so you care about the safety of immigrants? Great but that's not the best solution. We should regulate not prohibit,3,3,3,3,101
341,@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive,"Oh no! Are you telling me he died by ""bond""? Come on...",3,3,3,3,101
342,"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """,The fact that they come from another country does not give us the right to run them. At the end of the day we all come from somewhere else.,3,3,3,3,124
343,"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants ""","I never understood why ""dogs"" as an insult. I mean not that man's best friend?",3,3,3,3,124
344,"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants ""","When you live far away from ""your country"" and the country where you live does not recognize you well no you don't have a country. And that's not right",3,3,3,3,124
345,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,Are you implying that immigration is out of control just because 100 doctors came from abroad? Do you know how many people live in this country?,3,3,3,3,47
346,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,The only thing that has gone crazy are the xenophobic ignorants like you,3,3,3,3,47
347,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,And you think that Nurse Practitioners are being poorly paid because 100 doctors came from abroad?,3,3,3,3,47
348,@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b,But why? Just because you don't like to see them? lol you're not that important.,3,3,3,3,778
349,@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b,In fact it is sad that you refer to immigrants as a plague. The only thing you do is to expose your xenophobia....,3,3,3,3,778
350,europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,The madness we need to stop is not Muslim immigration but xenophobous hate spreaders like you.,3,3,3,3,321
351,europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,The only ones fed up with Muslim immigration are the xenophobous. Europe is fed up with xenophobia,3,3,3,3,321
352,europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,Are you speaking in the name of all Europe all their countries and all their people? Are you the president of Europe?,3,3,3,3,321
353,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population,Why don't we improve the immigration system reinforcing controls and favoring legal immigration? I think it makes much more sense to solve it this way.,3,3,3,3,658
354,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population,"I don't think India has it really bad. I don't see how a few migrants could make a country "" reel ""...",3,3,3,3,658
355,this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca,So we are going to do what will ensure that we win the election and not what is right? Don't count with me.,3,3,3,3,183
356,this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca,Or perhaps entering into a lie. Your truth is not the only one you know....,3,3,3,3,183
357,"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge",That's an excuse for not letting them in. Everyone is potentially sick even citizens.,3,3,3,3,277
358,"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge","The fact that some foreigners require assistance does not make Americans ""without resources"".",3,3,3,3,277
359,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,It is not true that taxes increase if there are more immigrants so it makes no sense what you are proposing.,3,3,3,3,136
360,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,"Oh the old lie of the ""cost"" of immigrants.... The truth is that everything is within the budget nothing is being taken away from anyone.",3,3,3,3,136
